id,year,type,accidentType,firstAddress,secondAddress,geometry,reason,area,creationDate,daniosMateriales,falloMecanico,estadoPavimento,tipoEstadoPavimento,estadoAtmosfera,tipoEstadoAtmosfera,afectado,vehiculo
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12099,2014,SALIDA CALZADA,,"COSTA, JOAQUIN","PERAL, ISAAC","-0.8818527060979306,41.649027473051156",PERDIDA del control por FALTA de ATENCIÓN,,2014-10-09T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44400
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12100,2014,COLISIÓN ALCANCE,,CADENA(MARQUES DE LA),,"-0.8645810716721081,41.661585829868585","DISTANCIA DE SEGURIDAD, no mantener",2560.0,2014-10-23T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15134,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44401
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12101,2014,COLISIÓN ALCANCE,,"GOMEZ AVELLANEDA, G.","CASTRO, R. (POETA)","-0.887776415002892,41.666992622958105",PERDIDA del control por FALTA de ATENCIÓN,2598.0,2014-10-23T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15135,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44402
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12102,2014,COLIS FRONTOLATERAL,,MONZON,"GARCIA CONDOY, H.","-0.8825260453930127,41.62957498750602","CEDA EL PASO, no respetar prioridad de paso",2555.0,2014-10-23T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15136https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15137https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15138https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15139https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15140https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15141,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44403
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12103,2014,SALIDA CALZADA,,RIOJA,"NAVARRA, AVENIDA DE","-0.908314757720389,41.6562121210704",PERDIDA del control por VELOCIDAD INADECUADA,2554.0,2014-10-24T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15142https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15143https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15144,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44404
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12104,2014,OTRAS,,MUEL,,"-0.8691088511672924,41.65949772773082",Caída de ocupante en Transporte Público,2578.0,2014-10-24T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15145,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44405
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12105,2014,ATROPELLO,,"PIGNATELLI, RAMON VIA",,"-0.8880337913721866,41.633353667694024",PEATÓN cruza calz SIN PREFER. fuera de paso,2606.0,2014-10-24T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15146,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44406
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12106,2014,CAIDA SOBRE CALZADA,,"ALIERTA, AV. CESAREO","AULA, LUIS","-0.8708838775078237,41.6390382112928",INVADIR otro carril en el mismo sentido de circulación,2583.0,2014-10-24T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15147,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44407https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44408
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12107,2014,COLIS. MARCHA ATRÁS,,"CERBUNA, PEDRO",,"-0.8970649943808023,41.64083344974765",PERDIDA del control por FALTA de ATENCIÓN,2556.0,2014-10-24T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44409https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44410
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9664,2013,COLISIÓN LATERAL,,ASALTO,"COCCI, JORGE","-0.8718525605769747,41.64904657717317",INVADIR otro carril en el mismo sentido de circulación,4657.0,2013-12-20T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6340,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19059https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19060
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9666,2013,OTRAS,,ARAGON (CORONA DE),SAN ANTONIO M CLARET,"-0.8964627561577849,41.64322365075108",Caída de ocupante en Transporte Público,63.0,2013-12-21T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6342,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19062
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9667,2013,COLISIÓN ALCANCE,,"FRAGUA, LA","GASSIER, PIERRE","-0.8778095796207178,41.68753087470739",PERDIDA del control por FALTA de ATENCIÓN,4780.0,2013-12-22T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19063
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9668,2013,SALIDA CALZADA,,"PIRINEOS, AV. DE LOS",,"-0.8812157329722801,41.661646612715046",PERDIDA del control por FALTA de ATENCIÓN,4661.0,2013-12-22T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6343,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19064
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9669,2013,COLISIÓN ALCANCE,,"TORRES, CAMINO DE LAS",,"-0.8762000299022707,41.6454384961757",PERDIDA del control por FALTA de ATENCIÓN,4667.0,2013-12-22T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6344https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6345,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19065https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19066
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9670,2013,ATROPELLO,,RIOJA,"NAVARRA, AVENIDA DE","-0.9089013552408617,41.65543768899759",PEATÓN cruza calz SIN PREFER. en PASO CON semáforo,4664.0,2013-12-22T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6346,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19067
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9671,2013,COLISIÓN ALCANCE,,ITALIA,,"-0.9004729973337304,41.65180346604993",PERDIDA del control por FALTA de ATENCIÓN,4671.0,2013-12-22T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19068https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19069
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9672,2013,COLISIÓN ALCANCE,,"AGUSTIN, PASEO MARIA",MAYANDIA (GENERAL),"-0.8917562993466011,41.65233828238132","DISTANCIA DE SEGURIDAD, no mantener",18.0,2013-12-20T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6347,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19070
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9673,2013,COLISIÓN ALCANCE,,"AGUSTIN, PASEO MARIA",SANTA ANA,"-0.888856043735591,41.65040494617356",PERDIDA del control por FALTA de ATENCIÓN,4718.0,2013-12-23T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6348https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6349,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19071
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9674,2013,COLISIÓN ALCANCE,,"CASPE, AV.COMPROMISO",,"-0.8629911318784169,41.645335650478316",PERDIDA del control por FALTA de ATENCIÓN,4723.0,2013-12-23T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6350,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19072
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9675,2013,COLISIÓN ALCANCE,,"MURANO, ISLA DE AV.",,"-0.8870207060655807,41.609992514227066",PERDIDA del control por FALTA de ATENCIÓN,,2013-12-23T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19073
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9676,2013,COLISIÓN LATERAL,,"HISPANIDAD, RONDA DE","ALIERTA, AV. CESAREO","-0.8636325074780108,41.63379905763323",PUERTA abierta incorrectamente,17.0,2013-12-23T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6351,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19074https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19075
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9677,2013,CAIDA SOBRE CALZADA,,ZARAGOZA LA VIEJA,,"-0.8760724207544668,41.63275556609146",PERDIDA del control por FALTA de ATENCIÓN,4677.0,2013-12-21T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6352,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19076
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9678,2013,COLISIÓN ALCANCE,,"ASIN Y PALACIOS, MIG.",,"-0.9036852209830768,41.63808926467497",PERDIDA del control por FALTA de ATENCIÓN,,2013-12-17T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19077https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19078
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9680,2013,COLIS. MARCHA ATRÁS,,"ZAMBRANO, M. (POETA)",,"-0.8896980442453839,41.677487884305975",MARCHA ATRÁS,4783.0,2013-12-23T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19079
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9681,2013,SALIDA CALZADA,,"ALBA (DUQUE DE),PASEO",,"-0.9018264648858587,41.620591734015946",PERDIDA del control por VELOCIDAD INADECUADA,4679.0,2013-12-15T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19080
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9682,2013,COLIS FRONTOLATERAL,,"HISPANIDAD, VIA","MADRID, AVENIDA DE","-0.9187726932212442,41.64931371437485","SEMÁFORO, no respetar prioridad de paso",4773.0,2013-12-20T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19081
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9683,2013,COLISIÓN LATERAL,,"PARAISO, PL.BASILIO",,"-0.8855988456901538,41.646890443474554",INVADIR otro carril en el mismo sentido de circulación,4702.0,2013-12-17T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19082
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9684,2013,COLISIÓN LATERAL,,"HISPANIDAD, RONDA DE",,"-0.887523212911549,41.62404668544956",PUERTA abierta incorrectamente,4701.0,2013-12-20T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19083
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9685,2013,COLISIÓN LATERAL,,"SAGASTA, PASEO DE",,"-0.8863120908790753,41.63964884250951",INVADIR otro carril en el mismo sentido de circulación,4700.0,2013-12-19T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19084https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19085
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9686,2013,COLISIÓN LATERAL,,"CABALDOS, CAMINO DE",,"-0.8689640327130923,41.638477534601776",INVADIR otro carril en el mismo sentido de circulación,4752.0,2013-12-24T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6353,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19086https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19087https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19088
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9687,2013,CAIDA SOBRE CALZADA,,"GOYA,FCO.(PINTOR) AV.","TORRES MORALES, M.G.","-0.8900650666830714,41.64332496247496","DISTANCIA DE SEGURIDAD, no mantener",4751.0,2013-12-24T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6354https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6355,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19089
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9688,2013,COLISIÓN LATERAL,,"AGUSTIN, PASEO MARIA",,"-0.8918524618079099,41.65260977469196",INVADIR otro carril en el mismo sentido de circulación,4750.0,2013-12-25T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6356,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19090https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19091
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9689,2013,OTRAS,,RIOJA,,"-0.9104038365599549,41.65248328671194",OTRAS CAUSAS,,2013-12-19T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/19092
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12108,2014,COLISIÓN LATERAL,,"CONSTITUCION, PASEO","PARAISO, PL.BASILIO","-0.8850103896969528,41.6474034449745",INVADIR otro carril en el mismo sentido de circulación,2682.0,2014-10-24T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44411https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44412
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12144,2014,COLIS. MARCHA ATRÁS,,TORRE,,"-0.8734135018983006,41.64926981833846",MARCHA ATRÁS,2626.0,2014-10-27T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44461https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44462
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12145,2014,COLISIÓN ALCANCE,,ECHEGARAY Y CABALLERO,"MATUTE HERVIAS,JULIAN","-0.8593239531218387,41.650740541708075",PERDIDA del control por FALTA de ATENCIÓN,2605.0,2014-10-27T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44463
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12146,2014,COLIS FRONTOLATERAL,,"CABALDOS, CAMINO DE","CASTELAR, EMILIO","-0.868891092151338,41.638807389014836",INVADIR otro carril en el mismo sentido de circulación,2591.0,2014-10-25T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44464
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12147,2014,ATROPELLO,,"ALMOZARA, AV. DE LA","PUERTA DE SANCHO, AV.","-0.9008107424460443,41.66374540604866",PEATÓN cruza calz CON PREFER. en PASO  CON semáforo,2610.0,2014-10-29T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15164,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44465
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12148,2014,COLIS. MARCHA ATRÁS,,"OLIVAN, ALEJANDRO","BOSQUED, JOSE (MOSEN)","-0.9211220937948997,41.64886535549928",MARCHA ATRÁS,2594.0,2014-10-24T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44466
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12149,2014,COLIS. MARCHA ATRÁS,,"ARRUPE, PADRE",VAZQUEZ DE MELLA,"-0.9026681648170423,41.63265453864093",MARCHA ATRÁS,2596.0,2014-10-20T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44467https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44468
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12150,2014,COLIS FRONTOLATERAL,,"RUIZ PICASSO, PABLO","ZAMBRANO, M. (POETA)","-0.8893162332922886,41.67281318904247",OTRAS CAUSAS,2640.0,2014-10-29T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15165https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15166,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44469https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44470
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12151,2014,ATROPELLO,,"CAMPOAMOR, CLARA",,"-0.8890866503471749,41.66895757951277",PEATÓN cruza calz CON PREFER. en PASO  SIN semáforo,2600.0,2014-10-29T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15167https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15168,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44471
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12152,2014,SALIDA CALZADA,,"CASCAJO, CN. DEL  SJN",,"-0.8439506345833918,41.71496486522088",PERDIDA del control por FALTA de ATENCIÓN,,2014-10-29T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/15169,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44472
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12153,2014,SALIDA CALZADA,,"EDISON, TOMAS A",,"-0.8665477541801948,41.67007665525934",PERDIDA del control por FALTA de ATENCIÓN,,2014-10-29T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44473
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12154,2014,COLISIÓN ALCANCE,,"CUELLAR, PASEO DE",,"-0.8848493117953854,41.63484525009101",PERDIDA del control por FALTA de ATENCIÓN,2604.0,2014-10-28T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44474https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44475
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12155,2014,COLISIÓN LATERAL,,"HISPANIDAD, VIA",GOMEZ LAGUNA(ALCALDE),"-0.9147014503640727,41.64060309287472",INVADIR otro carril en el mismo sentido de circulación,2624.0,2014-10-29T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44476
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12156,2014,COLISIÓN ALCANCE,,"PLAN, IBON DE","AEROPUERTO, CARRETERA","-0.9388159722509236,41.66210291413718","DISTANCIA DE SEGURIDAD, no mantener",2611.0,2014-10-27T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44477https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44478
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/12157,2014,SALIDA CALZADA,,FANLO,,"-0.9157439755527074,41.63348367532985",PERDIDA del control por FALTA de ATENCIÓN,2631.0,2014-10-27T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/44479
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9572,2013,SALIDA CALZADA,,"AZNAR,ADOLFO(CINEASTA","BELTRAN,J.M.(CINEASTA","-0.8869959298557372,41.67593597602368",PERDIDA del control por FALTA de ATENCIÓN,4438.0,2013-12-02T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/18937
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9573,2013,SALIDA CALZADA,,"ALLENDE, SALVADOR AV.",,"-0.876909940066992,41.672106692157605",PERDIDA del control por FALTA de ATENCIÓN,4684.0,2013-12-05T00:00:00Z,True,False,BUEN ESTADO,,BUEN ESTADO,,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/18938
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9574,2013,CAIDA SOBRE CALZADA,,"CHE GUEVARA, PARQUE DEL",,"-0.8816447317118501,41.670796057267296",OTRAS CAUSAS,4453.0,2013-12-06T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6286,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/18939
https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/accidente/9575,2013,COLISIÓN LATERAL,,"ASIN Y PALACIOS, MIG.",,"-0.9072940747876611,41.634304213138115",INVADIR otro carril en el mismo sentido de circulación,4472.0,2013-12-06T00:00:00Z,False,False,BUEN ESTADO,,BUEN ESTADO,,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/afectado/6287,https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/18940https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/18941https://www.zaragoza.es/sede/servicio/transporte/accidentalidad-trafico/tipo-vehiculo-implicado/18942
